Id,Label
0,6
1,3
2,6
3,6
4,6
5,6
6,3
7,2
8,2
9,1
10,5
11,5
12,6
13,2
14,0
15,2
16,0
17,5
18,2
19,6
20,0
21,5
22,6
23,7
24,6
25,6
26,6
27,0
28,6
29,7
30,3
31,6
32,0
33,3
34,3
35,7
36,6
37,0
38,3
39,0
40,6
41,7
42,3
43,6
44,0
45,6
46,3
47,3
48,0
49,7
50,0
51,6
52,7
53,1
54,6
55,5
56,6
57,0
58,3
59,3
60,6
61,1
62,6
63,3
64,3
65,6
66,6
67,5
68,7
69,6
70,3
71,3
72,5
73,7
74,0
75,7
76,6
77,5
78,0
79,3
80,3
81,6
82,3
83,6
84,6
85,3
86,6
87,5
88,6
89,0
90,7
91,5
92,5
93,0
94,7
95,6
96,0
97,3
98,6
99,3
100,7
101,3
102,6
103,3
104,2
105,7
106,5
107,6
108,1
109,6
110,7
111,5
112,3
113,3
114,0
115,0
116,0
117,3
118,3
119,5
120,7
121,5
122,3
123,7
124,0
125,0
126,5
127,6
128,7
129,6
130,3
131,0
132,0
133,3
134,6
135,7
136,0
137,3
138,3
139,3
140,0
141,0
142,0
143,6
144,6
145,3
146,3
147,5
148,6
149,0
150,5
151,6
152,0
153,3
154,0
155,1
156,0
157,7
158,3
159,3
160,6
161,0
162,1
163,3
164,0
165,3
166,0
167,0
168,3
169,1
170,3
171,5
172,0
173,6
174,6
175,6
176,2
177,6
178,6
179,6
180,5
181,0
182,2
183,2
184,3
185,6
186,5
187,5
188,0
189,7
190,7
191,5
192,4
193,3
194,3
195,3
196,6
197,6
198,3
199,6
200,5
201,0
202,6
203,6
204,2
205,5
206,6
207,7
208,0
209,5
210,2
211,4
212,6
213,1
214,6
215,0
216,6
217,0
218,2
219,5
220,3
221,6
222,6
223,3
224,5
225,6
226,6
227,0
228,6
229,5
230,0
231,3
232,5
233,6
234,1
235,6
236,0
237,7
238,7
239,2
240,7
241,6
242,5
243,3
244,6
245,0
246,0
247,3
248,2
249,5
250,7
251,5
252,0
253,7
254,7
255,7
